Voltage in mV 	 time in ms 
8.34	,	211508
8.36	,	211758
8.39	,	212008
8.42	,	212258
8.42	,	212508
8.41	,	212758
8.47	,	213008
8.47	,	213258
8.45	,	213508
8.50	,	213758
8.50	,	214008
8.56	,	214258
8.52	,	214508
8.56	,	214758
8.58	,	215008
8.61	,	215258
8.63	,	215508
8.66	,	215758
8.61	,	216008
8.70	,	216258
8.66	,	216508
8.75	,	216758
8.70	,	217008
8.73	,	217258
8.72	,	217508
8.77	,	217758
8.72	,	218008
8.83	,	218258
8.80	,	218508
8.89	,	218758
8.84	,	219008
8.94	,	219258
8.86	,	219508
8.94	,	219758
8.89	,	220008
8.97	,	220258
8.92	,	220508
8.98	,	220758
8.98	,	221008
9.03	,	221258
8.95	,	221508
9.03	,	221758
9.00	,	222008
9.05	,	222258
9.03	,	222508
9.08	,	222758
9.08	,	223008
9.08	,	223258
9.09	,	223508
9.17	,	223758
9.13	,	224008
9.19	,	224258
9.16	,	224508
9.17	,	224758
9.20	,	225008
9.23	,	225258
9.19	,	225508
9.22	,	225758
9.27	,	226008
9.27	,	226258
9.30	,	226508
9.30	,	226758
9.28	,	227008
9.34	,	227258
9.27	,	227508
9.42	,	227758
9.33	,	228008
9.36	,	228258
9.33	,	228508
9.45	,	228758
9.33	,	229008
9.41	,	229258
9.45	,	229508
9.45	,	229758
9.44	,	230008
9.53	,	230258
9.47	,	230508
9.50	,	230758
9.47	,	231008
9.52	,	231258
9.50	,	231508
9.55	,	231758
9.53	,	232008
9.53	,	232258
9.55	,	232508
9.58	,	232758
9.58	,	233008
9.61	,	233258
9.61	,	233508
9.66	,	233758
9.64	,	234008
9.64	,	234258
9.66	,	234508
9.70	,	234758
9.70	,	235008
9.70	,	235258
9.72	,	235508
9.75	,	235758
9.75	,	236008
9.80	,	236258
9.78	,	236508
9.81	,	236758
9.80	,	237008
9.83	,	237258
9.86	,	237508
9.86	,	237758
9.89	,	238008
9.89	,	238258
9.92	,	238508
9.98	,	238758
9.98	,	239008
10.06	,	239258
10.06	,	239508
10.09	,	239758
10.09	,	240008
10.17	,	240258
10.16	,	240508
10.23	,	240758
10.22	,	241008
10.28	,	241258
10.23	,	241508
10.34	,	241758
10.33	,	242008
10.38	,	242258
10.41	,	242508
10.42	,	242758
10.50	,	243008
10.50	,	243258
10.53	,	243508
10.56	,	243758
10.55	,	244008
10.61	,	244258
10.59	,	244508
10.72	,	244758
10.69	,	245008
10.67	,	245258
10.72	,	245508
10.78	,	245758
10.77	,	246008
10.88	,	246258
10.81	,	246508
10.88	,	246758
10.84	,	247008
10.94	,	247258
10.98	,	247508
11.05	,	247758
10.98	,	248008
11.06	,	248258
11.11	,	248508
11.11	,	248758
11.09	,	249008
11.17	,	249258
11.14	,	249508
11.22	,	249758
11.19	,	250008
11.27	,	250258
11.27	,	250508
11.34	,	250758
11.28	,	251008
11.36	,	251258
11.31	,	251508
11.44	,	251758
11.38	,	252008
11.48	,	252258
11.42	,	252508
11.52	,	252758
11.47	,	253008
11.55	,	253258
11.52	,	253508
11.59	,	253758
11.55	,	254008
11.64	,	254258
11.59	,	254508
11.70	,	254758
11.61	,	255008
11.72	,	255258
11.66	,	255508
11.75	,	255758
11.70	,	256008
11.80	,	256258
11.77	,	256508
11.81	,	256758
11.78	,	257008
11.80	,	257258
11.81	,	257508
11.89	,	257758
11.81	,	258008
11.89	,	258258
11.88	,	258508
11.97	,	258758
11.94	,	259008
12.03	,	259258
11.94	,	259508
12.02	,	259758
11.98	,	260008
12.08	,	260258
12.03	,	260508
12.13	,	260758
12.06	,	261008
12.13	,	261258
12.09	,	261508
12.19	,	261758
12.13	,	262008
12.19	,	262258
12.13	,	262508
12.20	,	262758
12.14	,	263008
12.23	,	263258
12.20	,	263508
12.25	,	263758
12.20	,	264008
12.27	,	264258
12.25	,	264508
12.33	,	264758
12.27	,	265008
12.31	,	265258
12.31	,	265508
12.33	,	265758
12.33	,	266008
12.38	,	266258
12.36	,	266508
12.41	,	266758
12.41	,	267008
12.42	,	267258
12.42	,	267508
12.41	,	267758
12.44	,	268008
12.44	,	268258
12.50	,	268508
12.48	,	268758
12.52	,	269008
12.48	,	269258
12.53	,	269508
12.52	,	269758
12.58	,	270008
12.55	,	270258
12.59	,	270508
12.56	,	270758
12.58	,	271008
12.58	,	271258
12.64	,	271508
12.61	,	271758
12.64	,	272008
12.61	,	272258
12.64	,	272508
12.64	,	272758
12.66	,	273008
12.66	,	273258
12.70	,	273508
12.70	,	273758
12.72	,	274008
12.73	,	274258
12.72	,	274508
12.72	,	274758
12.75	,	275008
12.78	,	275258
12.75	,	275508
12.80	,	275758
12.81	,	276008
12.78	,	276258
12.81	,	276508
12.83	,	276758
12.84	,	277008
12.83	,	277258
12.86	,	277508
12.84	,	277758
12.89	,	278008
12.88	,	278258
12.91	,	278508
12.89	,	278758
12.92	,	279008
12.91	,	279258
12.94	,	279508
12.92	,	279758
12.97	,	280008
12.95	,	280258
13.00	,	280508
12.97	,	280758
13.02	,	281008
13.02	,	281258
13.03	,	281508
13.03	,	281758
13.08	,	282008
13.05	,	282258
13.08	,	282508
13.11	,	282758
13.09	,	283008
13.09	,	283258
13.13	,	283508
13.13	,	283758
13.13	,	284008
13.17	,	284258
13.14	,	284508
13.19	,	284758
13.16	,	285008
13.17	,	285258
13.17	,	285508
13.20	,	285758
13.17	,	286008
13.23	,	286258
13.20	,	286508
13.23	,	286758
13.23	,	287008
13.25	,	287258
13.25	,	287508
13.30	,	287758
13.27	,	288008
13.31	,	288258
13.27	,	288508
13.33	,	288758
13.30	,	289008
13.33	,	289258
13.31	,	289508
13.34	,	289758
13.30	,	290008
13.38	,	290258
13.34	,	290508
13.34	,	290758
13.30	,	291008
13.38	,	291258
13.30	,	291508
13.41	,	291758
13.34	,	292008
13.39	,	292258
13.34	,	292508
13.41	,	292758
13.34	,	293008
13.42	,	293258
13.41	,	293508
13.45	,	293758
13.41	,	294008
13.42	,	294258
13.38	,	294508
13.47	,	294758
13.47	,	295008
13.55	,	295258
13.47	,	295508
13.53	,	295758
13.50	,	296008
13.58	,	296258
13.53	,	296508
13.59	,	296758
13.55	,	297008
13.61	,	297258
13.59	,	297508
13.64	,	297758
13.58	,	298008
13.64	,	298258
13.61	,	298508
13.69	,	298758
13.64	,	299008
13.72	,	299258
13.69	,	299508
13.72	,	299758
13.69	,	300008
13.72	,	300258
13.70	,	300508
13.73	,	300758
13.72	,	301008
13.80	,	301258
13.72	,	301508
13.77	,	301758
13.78	,	302008
13.78	,	302258
13.83	,	302508
13.83	,	302758
13.83	,	303008
13.88	,	303258
13.81	,	303508
13.84	,	303758
13.88	,	304008
13.83	,	304258
13.91	,	304508
13.89	,	304758
13.95	,	305008
13.91	,	305258
13.95	,	305508
13.89	,	305758
13.97	,	306008
13.94	,	306258
13.98	,	306508
13.94	,	306758
13.98	,	307008
13.94	,	307258
14.03	,	307508
13.97	,	307758
14.0313.98	,	308258
14.02	,	308508
13.95	,	308758
14.03	,	309008
13.95	,	309258
14.05	,	309508
13.97	,	309758
14.06	,	310008
13.97	,	310258
14.05	,	310508
13.98	,	310758
14.09	,	311008
14.03	,	311258
14.13	,	311508
14.08	,	311758
14.17	,	312008
14.05	,	312258
14.16	,	312508
14.06	,	312758
14.14	,	313008
14.13	,	313258
14.16	,	313508
14.11	,	313758
14.19	,	314008
14.09	,	314258
14.19	,	314508
14.09	,	314758
14.22	,	315008
14.13	,	315258
14.20	,	315508
14.13	,	315758
14.22	,	316008
14.14	,	316258
14.23	,	316508
14.17	,	316758
14.27	,	317008
14.16	,	317258
14.23	,	317508
14.19	,	317758
14.27	,	318008
14.19	,	318258
14.28	,	318508
14.19	,	318758
14.30	,	319008
14.20	,	319258
14.30	,	319508
14.20	,	319758
14.28	,	320008
14.19	,	320258
14.28	,	320508
14.23	,	320758
14.33	,	321008
14.23	,	321258
14.27	,	321508
14.16	,	321758
14.27	,	322008
14.17	,	322258
14.25	,	322508
14.20	,	322758
14.27	,	323008
14.20	,	323258
14.28	,	323508
14.23	,	323758
14.36	,	324008
14.27	,	324258
14.31	,	324508
14.23	,	324758
14.31	,	325008
14.25	,	325258
14.36	,	325508
14.27	,	325758
14.38	,	326008
14.28	,	326258
14.36	,	326508
14.25	,	326758
14.36	,	327008
14.27	,	327258
14.41	,	327508
14.25	,	327758
14.36	,	328008
14.23	,	328258
14.31	,	328508
14.25	,	328758
14.36	,	329008
14.27	,	329258
14.36	,	329508
14.27	,	329758
14.33	,	330008
14.28	,	330258
14.48	,	330508
14.25	,	330758
14.36	,	331008
14.23	,	331258
14.42	,	331508
14.30	,	331758
14.39	,	332008
14.34	,	332258
14.45	,	332508
14.34	,	332758
14.45	,	333008
14.33	,	333258
14.47	,	333508
14.38	,	333758
14.48	,	334008
14.39	,	334258
14.45	,	334508
14.41	,	334758
14.50	,	335008
14.39	,	335258
14.50	,	335508
14.39	,	335758
14.48	,	336008
14.42	,	336258
14.44	,	336508
14.44	,	336758
14.48	,	337008
14.41	,	337258
14.47	,	337508
14.44	,	337758
14.52	,	338008
14.42	,	338258
14.52	,	338508
14.41	,	338758
14.50	,	339008
14.44	,	339258
14.52	,	339508
14.42	,	339758
14.50	,	340008
14.39	,	340258
14.53	,	340508
14.41	,	340758
14.50	,	341008
14.45	,	341258
14.48	,	341508
14.44	,	341758
14.53	,	342008
14.44	,	342258
14.55	,	342508
14.42	,	342758
14.58	,	343008
14.45	,	343258
14.56	,	343508
14.45	,	343758
14.61	,	344008
14.47	,	344258
14.64	,	344508
14.48	,	344758
14.66	,	345008
14.47	,	345258
14.66	,	345508
14.52	,	345758
14.69	,	346008
14.53	,	346258
14.72	,	346508
14.56	,	346758
14.78	,	347008
14.58	,	347258
14.80	,	347508
14.61	,	347758
14.83	,	348008
14.64	,	348258
14.81	,	348508
14.64	,	348758
14.83	,	349008
14.66	,	349258
14.84	,	349508
14.69	,	349758
14.89	,	350008
14.7014.89	,	350508
14.72	,	350758
14.89	,	351008
14.70	,	351258
14.94	,	351508
14.72	,	351758
14.88	,	352008
14.73	,	352258
14.91	,	352508
14.75	,	352758
14.92	,	353008
14.77	,	353258
14.97	,	353508
14.83	,	353758
14.98	,	354008
14.81	,	354258
14.95	,	354508
14.78	,	354758
14.95	,	355008
14.83	,	355258
14.95	,	355508
14.81	,	355758
14.98	,	356008
14.80	,	356258
14.98	,	356508
14.81	,	356758
15.00	,	357008
14.84	,	357258
14.98	,	357508
14.86	,	357758
15.00	,	358008
14.86	,	358258
14.97	,	358508
14.81	,	358758
15.00	,	359008
14.83	,	359258
14.97	,	359508
14.83	,	359758
15.00	,	360008
14.84	,	360258
14.98	,	360508
14.84	,	360758
14.97	,	361008
14.84	,	361258
15.02	,	361508
14.91	,	361758
15.02	,	362008
14.86	,	362258
14.95	,	362508
14.86	,	362758
15.03	,	363008
14.88	,	363258
15.00	,	363508
14.88	,	363758
15.02	,	364008
14.91	,	364258
14.98	,	364508
14.88	,	364758
15.05	,	365008
14.92	,	365258
14.98	,	365508
14.89	,	365758
15.03	,	366008
14.89	,	366258
15.05	,	366508
14.92	,	366758
15.03	,	367008
14.89	,	367258
15.03	,	367508
14.91	,	367758
15.06	,	368008
14.95	,	368258
15.08	,	368508
14.92	,	368758
15.05	,	369008
14.97	,	369258
15.05	,	369508
14.91	,	369758
15.08	,	370008
14.95	,	370258
15.03	,	370508
14.97	,	370758
15.08	,	371008
14.95	,	371258
15.03	,	371508
14.97	,	371758
15.05	,	372008
14.94	,	372258
15.05	,	372508
14.98	,	372758
15.02	,	373008
14.92	,	373258
15.02	,	373508
14.98	,	373758
15.03	,	374008
14.97	,	374258
15.05	,	374508
14.98	,	374758
15.06	,	375008
14.97	,	375258
15.03	,	375508
14.95	,	375758
15.05	,	376008
14.94	,	376258
15.05	,	376508
14.97	,	376758
15.00	,	377008
14.95	,	377258
15.05	,	377508
14.98	,	377758
15.02	,	378008
14.95	,	378258
15.00	,	378508
14.97	,	378758
15.00	,	379008
14.97	,	379258
14.98	,	379508
14.97	,	379758
14.95	,	380008
15.02	,	380258
14.97	,	380508
15.02	,	380758
14.97	,	381008
14.95	,	381258
14.92	,	381508
14.97	,	381758
14.92	,	382008
14.97	,	382258
14.86	,	382508
14.97	,	382758
14.84	,	383008
14.95	,	383258
14.83	,	383508
14.92	,	383758
14.88	,	384008
14.94	,	384258
14.88	,	384508
14.97	,	384758
14.83	,	385008
14.97	,	385258
14.81	,	385508
14.95	,	385758
14.81	,	386008
14.95	,	386258
14.83	,	386508
14.98	,	386758
14.81	,	387008
